"","locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","obs_minus_exp","num.snps"
"457","locus195","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"458","locus202","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"459","locus210","Malaysia",5,2,0.714285714285714,2,0.4,0,0.466666666666667,0.428571428571429,0.0380952380952381,1
"460","locus215","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"461","locus227","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"462","locus231","Malaysia",3,4,0.428571428571429,1,0.333333333333333,0,0,0,0,1
"463","locus235","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"464","locus236","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"465","locus237","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,2
"466","locus239","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"467","locus248","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"468","locus255","Malaysia",1,6,0.142857142857143,1,1,1,0,0,0,1
"469","locus256","Malaysia",5,2,0.714285714285714,2,0.4,0,0.355555555555555,0.285714285714286,0.0698412698412697,1
"470","locus263","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"471","locus264","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"472","locus274","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"473","locus280","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"474","locus282","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"475","locus286","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"476","locus291","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,2
"477","locus292","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"478","locus296","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"479","locus301","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.166666666666667,0.142857142857143,0.0238095238095239,1
"480","locus314","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.166666666666667,0.142857142857143,0.0238095238095239,1
"481","locus321","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"482","locus322","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"483","locus323","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"484","locus329","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"485","locus332","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"486","locus349","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0,0.533333333333333,0.285714285714286,0.247619047619048,1
"487","locus358","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"488","locus359","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"489","locus360","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"490","Dc00544","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"491","Dc01018","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"492","Dc01661","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.472527472527473,0.571428571428571,-0.0989010989010988,2
"493","Dc01707","In-water, CA",7,0,1,3,0.428571428571429,0,0.714285714285714,0.714285714285714,-1.11022302462516e-16,2
"494","Dc01784","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"495","Dc02951","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"496","Dc03456","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"497","Dc03556","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"498","Dc05864","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.483516483516483,0.285714285714286,0.197802197802198,2
"499","Dc06503","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"500","Dc07300","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.648351648351648,0.428571428571429,0.21978021978022,2
"501","Dc07937","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.538461538461538,0.571428571428571,-0.0329670329670331,2
"502","Dc08054","In-water, CA",7,0,1,3,0.428571428571429,0,0.483516483516483,0.571428571428571,-0.0879120879120879,2
"503","Dc08189","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,2
"504","Dc08463","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"505","Dc08578","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.582417582417582,0.571428571428571,0.0109890109890111,2
"506","Dc08865","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,-0.0109890109890111,2
"507","Dc10003","In-water, CA",6,1,0.857142857142857,1,0.166666666666667,0.166666666666667,0,0,0,1
"508","Dc10390","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"509","Dc10878","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,1
"510","Dc10885","In-water, CA",7,0,1,3,0.428571428571429,0,0.659340659340659,0.714285714285714,-0.054945054945055,2
"511","Dc11203","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,2
"512","Dc11714","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"513","Dc13159","In-water, CA",7,0,1,3,0.428571428571429,0,0.648351648351648,0.714285714285714,-0.0659340659340659,2
"514","Dc13592","In-water, CA",7,0,1,3,0.428571428571429,0,0.483516483516483,0.428571428571429,0.0549450549450549,2
"515","Dc14022","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"516","Dc14945","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,0,1
"517","Dc16747","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"518","Dc18951","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"519","Dc20232","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,2
"520","Dc22883","In-water, CA",7,0,1,3,0.428571428571429,0,0.703296703296703,0.714285714285714,-0.010989010989011,2
"521","Dc22887","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"522","Dc27955","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"523","Dc28124","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"524","Dc28776","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"525","Dc30071","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,1
"526","Dc31007","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,0,1
"527","Dc33714","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.538461538461538,0.571428571428571,-0.0329670329670331,2
"528","Dc33907","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"529","Dc34902","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"530","Dc35779","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"531","Dc36571","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"532","Dc36616","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"533","Dc36767","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,-0.0109890109890111,2
"534","Dc40235","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"535","Dc41234","In-water, CA",7,0,1,3,0.428571428571429,0,0.648351648351648,0.571428571428571,0.076923076923077,2
"536","Dc46984","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.604395604395604,0.714285714285714,-0.10989010989011,2
"537","Dc47572","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.428571428571429,-0.0439560439560439,2
"538","Dc47935","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.428571428571429,0.131868131868132,3
"539","Dc48207","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,0,1
"540","Dc48950","In-water, CA",7,0,1,3,0.428571428571429,0,0.626373626373626,0.285714285714286,0.340659340659341,2
"541","Dc49080","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"542","Dc49184","In-water, CA",7,0,1,3,0.428571428571429,0.285714285714286,0.384615384615385,0.142857142857143,0.241758241758242,2
"543","Dc51020","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"544","Dc52523","In-water, CA",7,0,1,4,0.571428571428571,0.142857142857143,0.703296703296703,0.857142857142857,-0.153846153846154,2
"545","Dc55481","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"546","Dc58248","In-water, CA",7,0,1,4,0.571428571428571,0.285714285714286,0.67032967032967,0.714285714285714,-0.0439560439560439,2
"547","Dc62188","In-water, CA",7,0,1,3,0.428571428571429,0,0.626373626373626,0.857142857142857,-0.230769230769231,2
"548","Dc67011","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"549","locus002","In-water, CA",5,2,0.714285714285714,2,0.4,0.2,0.355555555555555,0,0.355555555555555,1
"550","locus003","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"551","locus004","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.263736263736264,0,0.263736263736264,1
"552","locus005","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"553","locus006","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"554","locus008","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"555","locus013","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"556","locus014","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,1
"557","locus016","In-water, CA",5,2,0.714285714285714,1,0.2,0,0,0,0,1
"558","locus022","In-water, CA",7,0,1,3,0.428571428571429,0,0.714285714285714,0.857142857142857,-0.142857142857143,2
"559","locus024","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"560","locus025","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,1
"561","locus027","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"562","locus030","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"563","locus035","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"564","locus038","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"565","locus039","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"566","locus040","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"567","locus041","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"568","locus045","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,2
"569","locus047","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"570","locus048","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"571","locus053","In-water, CA",7,0,1,3,0.428571428571429,0,0.67032967032967,0.571428571428571,0.098901098901099,2
"572","locus055","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"573","locus056","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"574","locus058","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"575","locus060","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"576","locus061","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,2
"577","locus062","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"578","locus064","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"579","locus065","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"580","locus073","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,0.395604395604396,1
"581","locus074","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"582","locus076","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"583","locus077","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"584","locus080","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"585","locus083","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.303030303030303,0,0.303030303030303,1
"586","locus088","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"587","locus093","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,0,1
"588","locus096","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"589","locus098","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"590","locus100","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,3
"591","locus106","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"592","locus110","In-water, CA",2,5,0.285714285714286,2,1,0.5,0.5,0.142857142857143,0.357142857142857,1
"593","locus116","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"594","locus119","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"595","locus120","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"596","locus126","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"597","locus128","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"598","locus129","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.285714285714286,0.098901098901099,2
"599","locus130","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,-0.0865800865800866,1
"600","locus134","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"601","locus135","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.472527472527473,0.571428571428571,-0.0989010989010988,2
"602","locus137","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"603","locus139","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"604","locus140","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"605","locus146","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"606","locus148","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"607","locus151","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"608","locus157","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"609","locus161","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"610","locus165","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,-0.0865800865800866,1
"611","locus170","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"612","locus176","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"613","locus184","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"614","locus186","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"615","locus188","In-water, CA",7,0,1,3,0.428571428571429,0,0.615384615384615,0.571428571428571,0.043956043956044,2
"616","locus189","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,2
"617","locus190","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"618","locus191","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"619","locus192","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"620","locus195","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"621","locus202","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"622","locus210","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,0.395604395604396,1
"623","locus215","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"624","locus227","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,0,1
"625","locus231","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"626","locus235","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.857142857142857,-0.32967032967033,1
"627","locus236","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"628","locus237","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.428571428571429,-0.0439560439560439,2
"629","locus239","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"630","locus248","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"631","locus255","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"632","locus256","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"633","locus263","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"634","locus264","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"635","locus274","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"636","locus280","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"637","locus282","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"638","locus286","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"639","locus291","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,2
"640","locus292","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"641","locus296","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"642","locus301","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"643","locus314","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0,0.43956043956044,1
"644","locus321","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"645","locus322","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"646","locus323","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"647","locus329","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,0.395604395604396,1
"648","locus332","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"649","locus349","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"650","locus358","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"651","locus359","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"652","locus360","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"653","Dc00544","Bird's Head-Summer",29,23,0.557692307692308,2,0.0689655172413793,0,0.499092558983666,0.25,0.249092558983666,1
"654","Dc01018","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.281124497991968,0.192307692307692,0.0888168056842754,1
"655","Dc01661","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.629387602688574,0.673076923076923,-0.0436893203883495,2
"656","Dc01707","Bird's Head-Summer",52,0,1,4,0.0769230769230769,0,0.633121732636296,0.673076923076923,-0.0399551904406275,2
"657","Dc01784","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.495437779072025,0.576923076923077,-0.081485297851052,1
"658","Dc02951","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.276138909634055,0.211538461538462,0.0646004480955936,1
"659","Dc03456","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.492905153099328,0.538461538461538,-0.0455563853622105,1
"660","Dc03556","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.49570575056012,0.557692307692308,-0.0619865571321881,1
"661","Dc05864","Bird's Head-Summer",28,24,0.538461538461538,3,0.107142857142857,0,0.625974025974026,0.307692307692308,0.318281718281718,2
"662","Dc06503","Bird's Head-Summer",32,20,0.615384615384615,2,0.0625,0,0.119047619047619,0.0769230769230769,0.0421245421245421,1
"663","Dc07300","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.670089619118745,0.596153846153846,0.0739357729648993,2
"664","Dc07937","Bird's Head-Summer",49,3,0.942307692307692,3,0.0612244897959184,0,0.587208079107932,0.615384615384615,-0.0281765362766836,2
"665","Dc08054","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.608476474981329,0.653846153846154,-0.0453696788648246,2
"666","Dc08189","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.574534161490683,0.480769230769231,0.0937649307214525,2
"667","Dc08463","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.437453323375654,0.326923076923077,0.110530246452577,1
"668","Dc08578","Bird's Head-Summer",26,26,0.5,3,0.115384615384615,0,0.414027149321267,0.25,0.164027149321267,2
"669","Dc08865","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.495332337565347,0.5,-0.00466766243465283,2
"670","Dc10003","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.312105565117613,0.230769230769231,0.0813363343483826,1
"671","Dc10390","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.220873786407767,0.25,-0.029126213592233,1
"672","Dc10878","Bird's Head-Summer",36,16,0.692307692307692,2,0.0555555555555556,0,0.506651017214398,0.403846153846154,0.102804863368244,1
"673","Dc10885","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.582337565347274,0.538461538461538,0.0438760268857356,2
"674","Dc11203","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.220873786407767,0.211538461538462,0.00933532486930547,2
"675","Dc11714","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.501788344203661,0.365384615384615,0.136403728819045,1
"676","Dc13159","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.463688485427616,0.461538461538462,0.00215002388915425,2
"677","Dc13592","Bird's Head-Summer",49,3,0.942307692307692,3,0.0612244897959184,0,0.343993267410057,0.365384615384615,-0.0213913479745584,2
"678","Dc14022","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.134020618556701,0.134615384615385,-0.000594766058683444,1
"679","Dc14945","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.159634055265123,0.134615384615385,0.0250186706497388,1
"680","Dc16747","Bird's Head-Summer",44,8,0.846153846153846,2,0.0454545454545455,0,0.446969696969697,0.365384615384615,0.0815850815850817,1
"681","Dc18951","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.450896191187453,0.326923076923077,0.123973114264376,1
"682","Dc20232","Bird's Head-Summer",51,1,0.980769230769231,3,0.0588235294117647,0.0196078431372549,0.198990487284022,0.211538461538462,-0.0125479742544392,2
"683","Dc22883","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.642140468227425,0.538461538461538,0.103678929765886,2
